_ID,USER_ID,USER_EMAIL,CREATED_AT,CREDIT_REPORT_FROZEN,DELETED,IS_ENROLLED,UPDATED_AT,POPULATION_RANK,SNAP_SHOT__OPEN_ACCOUNTS,SNAP_SHOT__TOTAL_CLOSED_ACCOUNTS,SNAP_SHOT__CLOSED_ACCOUNTS,SNAP_SHOT__TOTAL_ACCOUNTS,SNAP_SHOT__DELINQUENT_ACCOUNTS,SNAP_SHOT__DEROGATORY_ACCOUNTS,SNAP_SHOT__TOTAL_BALANCES,SNAP_SHOT__TOTAL_MONTHLY_PAYMENTS,SNAP_SHOT__NUMBER_OF_INQUIRIES,SNAP_SHOT__TOTAL_PUBLIC_RECORDS,SNAP_SHOT__AVAILABLE_CREDIT,SNAP_SHOT__UTILIZATION,SNAP_SHOT__DATE_OF_OLDEST_TRADE,SNAP_SHOT__AGE_OF_CREDIT,SNAP_SHOT__TOTAL_OPEN_INSTALLMENT_ACCOUNTS,SNAP_SHOT__TOTAL_OPEN_COLLECTION_ACCOUNTS,SNAP_SHOT__TOTAL_OPEN_MORTGAGE_ACCOUNTS,SNAP_SHOT__TOTAL_OPEN_REVOLVING_ACCOUNTS,SNAP_SHOT__TOTAL_OPEN_OTHER_ACCOUNTS,SNAP_SHOT__BALANCE_OPEN_INSTALLMENT_ACCOUNTS,SNAP_SHOT__BALANCE_OPEN_COLLECTION_ACCOUNTS,SNAP_SHOT__BALANCE_OPEN_MORTGAGE_ACCOUNTS,SNAP_SHOT__BALANCE_OPEN_REVOLVING_ACCOUNTS,SNAP_SHOT__BALANCE_OPEN_OTHER_ACCOUNTS,SNAP_SHOT__ON_TIME_PAYMENT_PERCENTAGE,SNAP_SHOT__LATE_PAYMENT_PERCENTAGE,THIN_FILE__DESCRIPTION,VANTAGE_SCORE3
66ec281dfd1789248a39becf,643ef23788f113365f8f9d98,903a44b74a5d2af299267230879617c9cc336e5819aed15ec20ecefb56a3cb39,2024-09-19 13:33:17.468,false,false,true,2025-02-21 07:28:49.427,35,7,,5,12,1,9,5982.00,0,7,0,0.00,0,2021-02-02,4.1,0,6,0,0,1,0,5077,0,0,0,100%,%,,614
66ec2833d58ccf36a23759f7,6488b851357de626bd7c9e5e,180bb72b3c531324811f9ec2e570231f877e2e333e975b84f5ecefa3c3c1e1fd,2024-09-19 13:33:39.394,false,false,true,2025-02-21 07:27:28.095,26,4,,30,34,2,3,29680.00,350,10,0,0.00,0,2014-09-30,10.4,2,0,0,0,2,20477,0,0,0,267,88.24%,11.76%,,564
66ec286ad58ccf36a2375bd9,66ec003f02894b58436fc846,2641ec8a6c9bff028cf14c103fd8003574e2f08f1521405f671d1d366b0b1018,2024-09-19 13:34:34.358,false,false,true,2025-02-21 15:13:45.981,4,8,,0,8,4,2,20047.00,913,12,0,0.00,0,2019-09-25,5.4,4,2,0,0,2,17436,2611,0,0,0,66.67%,33.33%,,489
66ec28abc0b33822acecd6ac,5f63b9d588213b0001b8d4aa,a072b198f36157b8a54c3cfff91b7cfd3251e139205941dd8de34f924bdfb3ad,2024-09-19 13:35:39.635,false,false,true,2025-02-21 07:26:56.792,32,6,,6,12,0,10,14945.00,30,1,0,0.00,0,2019-09-24,5.4,0,5,0,0,1,0,4032,0,0,0,85.71%,14.29%,,594
66ec28bc8827a341c73f658d,66ec2771fc395b101bb47741,a7a83319a6e9aeda1aa3b593d05491ce830a91966b7c8211935154596371cf16,2024-09-19 13:35:56.312,false,false,true,2025-02-21 07:26:57.781,1,3,,4,7,1,4,2913.00,31,3,0,-139.00,1.463,2017-04-27,7.8,0,2,0,1,0,0,1534,0,439,0,80%,20%,,400
66ec28fc8827a341c73f68df,668b64714aeead7961b99179,1b43608c5cb507f81282bb51bb2441ff725ff8570d4f5c03684da7cdb737ec2e,2024-09-19 13:37:00.622,false,false,true,2025-02-21 07:27:29.113,43,5,,2,7,0,4,7633.00,0,3,0,0.00,0,2021-03-05,4,0,3,0,0,2,0,2926,0,0,0,100%,%,,653
66ec290f8827a341c73f6a19,5b1e770dfc654102f4e1bf29,cf358ae6bddf4eaf8591297fe56d5fe4dcba8930f09c775c5f61315c3f83b6d0,2024-09-19 13:37:19.602,false,false,true,2025-02-21 07:27:31.082,26,0,,7,7,0,3,626.00,0,6,0,0.00,0,2022-08-23,2.5,0,0,0,0,0,0,0,0,0,0,83.33%,16.67%,,559
66ec296a4157d7376321be50,6290f1181f70663e03f23465,3fb132e20424266049b779886efb856e0ffb71f6d3f62afeb22cc793e797fd18,2024-09-19 13:38:50.006,false,false,true,2025-02-21 07:26:58.861,9,7,,5,12,1,8,23274.00,97,6,0,10.00,.95,2016-01-31,9.1,0,3,0,1,3,0,11127,0,190,1565,77.78%,22.22%,,516
66ec2970c0b33822acece22d,568a22e7e4b04fcacdb3e6ad,c0d2b7a8ebb39d18b77f2707973c317edb92e1f2371e6e536a5ee747204278ee,2024-09-19 13:38:56.955,false,false,true,2025-02-21 07:27:32.036,38,3,,4,7,0,3,214.00,0,11,1,0.00,0,2013-05-17,11.8,0,2,0,0,1,0,143,0,0,12,100%,%,,630
66ec297d4157d7376321beb3,61b2a1ec5226912da18cf00c,2384df3b9f6bb736924ed99fabe3a38d29ad0a6458cd2e701c7ccfa1bf02c683,2024-09-19 13:39:09.068,false,false,true,2025-02-21 07:27:33.156,4,8,,5,13,5,0,10549.00,564,15,0,-297.00,1.212,2012-02-08,13,3,0,0,3,2,8852,0,0,1697,0,76.92%,23.08%,,492
66ec29cf766dc80a49fb04f5,66e1d7a54381bf338294a177,0b82cf18f959da26570dacd5c3f8a434b50076705204e1539116041c6fae04e8,2024-09-19 13:40:31.749,false,false,true,2025-02-21 07:28:54.449,2,8,,12,20,1,14,19702.00,5,1,1,695.00,.073,2016-02-29,9,0,7,0,1,0,0,7763,0,55,0,92.31%,7.69%,,447
66ec29dac0b33822acece7e1,66ec289dfc395b101bb7b0f0,da361223139b0053f7cfb4517187efac9d91bfe39d8ae2e9fdf576bb665dba07,2024-09-19 13:40:42.850,false,false,true,2025-02-21 07:29:29.929,35,8,,4,12,2,5,24148.00,599,5,0,0.00,0,2019-02-11,6,2,3,0,0,3,18349,1220,0,0,3255,77.78%,22.22%,,612
66ec29e4fd1789248a39dd2c,66990ef44aeead7961a8a8e2,16f2bdc1e9791ee385ff48e9a8df15c37c9dbe77d5e81bf62a214dee691b9af3,2024-09-19 13:40:52.295,false,false,true,2025-02-21 07:29:30.755,58,1,,0,1,0,0,0.00,0,0,0,0.00,0,2024-07-25,.6,0,0,0,0,1,0,0,0,0,0,100%,%,,701
66ec29e6d58ccf36a23775d7,5e02c50b7be29f000136cb7c,4d6b4f6151d2cda2a17b02563d0155c4b4a198e5f3f15cf1a268529ecf35d9e5,2024-09-19 13:40:54.705,false,false,true,2025-02-21 07:27:35.156,35,13,,18,31,0,20,14472.00,0,0,0,500.00,0,2015-08-20,9.5,0,10,0,1,2,0,7853,0,0,0,95.24%,4.76%,,615
66ec29f2d58ccf36a2377799,66ec21e6621c185e39ed669b,8f5dd9b5e448a9ce028b85ff15453f7b29bfc43f63520acb4a1345c30f866f52,2024-09-19 13:41:06.388,false,false,true,2025-02-21 07:26:59.772,32,6,,20,26,1,3,41895.00,893,2,1,0.00,0,2019-06-02,5.7,3,2,1,0,0,5590,1185,34708,0,0,95.83%,4.17%,,597
66ec29fa766dc80a49fb086e,63efcebe4b5aaa13c31a062e,8221d4e5fed77ac9e5b8c4ca722892f419e39093289fcf0e0d97dfd587289b49,2024-09-19 13:41:14.711,false,false,true,2025-02-21 07:28:55.372,1,3,,2,5,1,2,23696.00,596,6,0,0.00,0,2022-11-23,2.2,2,1,0,0,0,21897,1690,0,0,0,50%,50%,,426
66ec29fb4157d7376321c893,66ec28f1621c185e39014412,98c7e1d1bf106abd474f0a4274541f3af125dd96938ca345d9b1442fbe42d551,2024-09-19 13:41:15.910,false,false,true,2025-02-21 07:27:37.294,17,0,,2,2,0,2,401.00,0,2,0,0.00,0,2021-12-28,3.2,0,0,0,0,0,0,0,0,0,0,100%,%,,531
66ec29fe4157d7376321c8a7,66ec2820fc395b101bb65d9d,60d970d702a440e08f3c2aeb9e67bfff9cd3136c2334e4de3659b2f64d0dac93,2024-09-19 13:41:18.033,false,false,true,2025-02-21 07:29:31.687,7,19,,4,23,9,8,67548.00,364,3,0,0.00,0,2011-12-28,13.2,13,6,0,0,0,58043,5687,0,0,0,94.12%,5.88%,,509
66ec2a03fd1789248a39de5d,5b310cc2de278313244b40cb,b1c9fe1d84597c823bf2c3b9ad884f9b5e56b3bd3bb352201376c46f23899dff,2024-09-19 13:41:23.940,false,false,true,2025-02-21 07:27:00.785,1,4,,5,9,1,6,7207.00,203,7,0,0.00,0,2019-08-10,5.5,1,3,0,0,0,5521,900,0,0,0,66.67%,33.33%,,437
66ec2a1ffd1789248a39dfcb,66c7642d330b0b64ea74ddaa,b143d5c2706754e8cd909b0756a9d282dadbf58832c067a6c991346ea1a53dc7,2024-09-19 13:41:51.883,false,false,true,2025-02-21 12:09:59.172,18,10,,4,14,2,4,54175.00,155,2,0,695.00,.073,2016-03-18,8.9,4,3,0,1,2,51379,2741,0,55,0,81.82%,18.18%,,539
66ec2a3dfd1789248a39e212,623d1449834016351bc73e29,8e6511a24fb62c2119e678407bc0f5044d922d44f5377a4b502a8ba8ef46cc54,2024-09-19 13:42:21.768,false,false,true,2025-02-21 07:27:02.484,33,2,,3,5,0,2,1057.00,0,3,0,0.00,0,2022-04-17,2.8,0,0,0,0,2,0,0,0,0,0,80%,20%,,601
66ec2a3fd58ccf36a2377b3b,66ec0ba0621c185e39aaf90a,7acad30bc09a68821ec0146cd549412db5442a8a342b30b5583b2d9ce98aba5a,2024-09-19 13:42:23.606,false,false,true,2025-02-21 07:29:32.601,33,7,,0,7,0,0,1698.00,119,8,0,883.00,.523,2021-11-10,3.3,0,0,0,5,2,0,0,0,967,731,100%,%,,601
66ec2a5ec0b33822acecee9e,66ec28aafc395b101bb7cf98,c7e36e38ec7c11f21f65b279771cb9c51bb7fc1f9ef1c5a28f431aa0f6edd9f3,2024-09-19 13:42:54.223,false,false,true,2025-02-21 07:27:38.363,28,5,,6,11,1,5,4149.00,196,5,0,0.00,0,2019-04-10,5.9,2,2,0,0,1,1298,1308,0,0,201,88.89%,11.11%,,575
66ec2ab6fd1789248a39ea17,666605310ce4703ab9868849,534727ac23b366a6ea5ecdb6e9d0199d0f317d7d6f7d59f5f303b1b6aae7efe5,2024-09-19 13:44:22.226,false,false,true,2025-02-21 07:28:57.361,27,0,,17,17,1,3,1092.00,0,0,0,0.00,0,2021-03-13,3.9,0,0,0,0,0,0,0,0,0,0,100%,%,,571
66ec2abbfd1789248a39ea56,66ec24ed3804f60b406af17c,ed23188d0296be7b63284af085090aaf8f4c5e2b474226a7eec880952528eb26,2024-09-19 13:44:27.960,false,false,true,2025-02-21 07:27:39.243,18,6,,2,8,1,4,14866.00,411,19,0,-173.00,1.577,2020-02-04,5,1,2,0,1,2,12684,1471,0,473,0,83.33%,16.67%,,541
66ec2ac9766dc80a49fb131c,66ec12ed868a962256113484,70bb09dff85ac6849f28595e58a5cfa3e388b21866df3ac2fb51290d24f9b927,2024-09-19 13:44:41.303,false,false,true,2025-02-21 07:27:40.311,8,5,,7,12,1,9,27376.00,188,9,0,0.00,0,2016-09-09,8.5,1,4,0,0,0,1975,8367,0,0,0,87.5%,12.5%,,515
66ec2af8fd1789248a39f1b9,65aa8b1e7d106c11093c8021,ff8d35e6e32e15f2ab5d249dbc027b00d3cc490992adb5cddf833a64aa0f8d6c,2024-09-19 13:45:28.399,false,false,true,2025-02-21 07:27:06.135,18,2,,4,6,0,3,37599.00,986,4,0,0.00,0,2022-01-05,3.1,1,0,0,0,1,20504,0,0,0,0,83.33%,16.67%,,539
66ec2afad58ccf36a2378831,66ec2969621c185e3902818c,6019abf33167a20506bdaf17f7e3290f372badbd5df67dba62e26a09aeb6d413,2024-09-19 13:45:30.270,false,false,true,2025-02-21 13:29:54.594,33,2,,0,2,0,0,26322.00,747,9,0,-124.00,1.124,2020-05-31,4.7,1,0,0,1,0,25198,0,0,1124,0,50%,50%,,604
66ec2b03fd1789248a39f271,66eb189ce24bbe76f77040b8,f6fc3b25adaef673d0b0299ca599cdb467f21223b63d0cb05f14dd70d4c8da7c,2024-09-19 13:45:39.658,false,false,true,2025-02-21 07:27:41.329,3,3,,3,6,3,1,6541.00,152,5,0,0.00,0,2023-11-15,1.3,1,0,0,0,2,561,0,0,0,0,50%,50%,,480
66ec2b1ed58ccf36a2378a14,609c69934ccc2754dfc9a88e,caed93abd2685eae31e9737a8d6516d40e6c3a858aaf1767371e16e2ef8e53c2,2024-09-19 13:46:06.687,false,false,true,2025-02-21 07:27:07.087,60,6,,1,7,1,1,10832.00,93,3,0,3317.00,.171,2020-11-06,4.3,2,1,0,1,2,9827,315,0,683,7,83.33%,16.67%,,707
66ec2b24c0b33822acecfd6e,66a3c40fc3777e0152879d40,ac1e72ec6097e5a5092baff2f6c4fe6f861aa5b88c851278e328443f6a394af6,2024-09-19 13:46:12.321,false,false,true,2025-02-21 07:29:33.671,20,7,,4,11,1,6,32944.00,655,3,0,0.00,0,2017-12-12,7.2,2,4,0,0,1,26428,5411,0,0,1105,85.71%,14.29%,,549
66ec2b294157d7376321da8d,660b6fea8dc0c3114238893e,4a2971dea706678a3be70f5bf9fe5740a42c99903fefcffef822dbdd823a368e,2024-09-19 13:46:17.178,false,false,true,2025-02-21 07:29:34.917,26,10,,2,12,0,0,22446.00,749,13,0,1636.00,.418,2023-03-11,2,3,0,0,5,2,21270,0,0,1176,0,100%,%,,561
66ec2b36d58ccf36a2378a96,66b7c78fcb6d6e48dbf8d5b1,77619156792b77b1bef891bc9e712a285405768ddc55235aa8842f69e0cf4095,2024-09-19 13:46:30.858,false,false,true,2025-02-21 07:27:42.601,18,9,,10,19,3,5,100112.00,1415,15,0,86.00,.954,2015-08-14,9.5,2,2,1,3,1,22556,488,54948,1764,0,76.47%,23.53%,,536
66ec2b42fd1789248a39f5ef,66464e63c14712537592ad7c,d5cc2bd8b3ba3b18dfc174aed965664cc7027cdeaf93df3d49e45c5801be6c2f,2024-09-19 13:46:42.989,false,false,true,2025-02-21 07:28:59.859,40,2,,0,2,0,1,507.00,0,0,0,0.00,0,2021-05-21,3.8,0,1,0,0,1,0,507,0,0,0,100%,%,,641
66ec2b4ac0b33822aced0069,66ec2a39868a96225658d85d,87d9f1957cd042a1f605bb965a48d2c2eb628c094a98c7a68e9b571e3e3df77b,2024-09-19 13:46:50.685,false,false,true,2025-02-21 07:29:37.158,32,7,,7,14,0,3,24582.00,802,19,1,20908.00,.125,1991-08-03,33.6,1,2,0,4,0,18502,1812,0,2992,0,100%,%,,597
66ec2b4fd58ccf36a2378c44,65f6351370dfcc7decf4b08a,c68b0bdbba8ea435908a2c7d1e483ac0ec4eb118a75586e76ca649fdce8acf85,2024-09-19 13:46:55.836,false,false,true,2025-02-21 07:27:43.921,32,10,,20,30,2,9,29521.00,839,5,0,13504.00,.014,2006-05-04,18.8,2,5,0,2,1,23197,2167,0,196,0,80%,20%,,596
66ec2b544157d7376321dd16,5f9ebb8489794f5ce08cfda5,bc1fe220c866f654e6113f3ba11d4a12c57840c8097b24a761e8cb1a118ec383,2024-09-19 13:47:00.011,false,false,true,2025-02-21 07:27:44.998,27,9,,10,19,1,7,4288.00,192,8,1,3237.00,.569,2013-07-09,11.6,1,0,0,5,3,0,0,0,4280,8,77.78%,22.22%,,569
66ec2b584157d7376321dd3f,664e1b1d8c709110d6e3be4f,b347c5dcb33416ad54ebedcfb89bf991ae200adddd833e2014f23ed79e214586,2024-09-19 13:47:04.554,false,false,true,2025-02-21 07:27:08.074,32,1,,2,3,0,1,975.00,0,1,0,0.00,0,2021-04-21,3.8,0,0,0,0,1,0,0,0,0,0,66.67%,33.33%,,599
66ec2b69d58ccf36a2378d55,656e23cabbfc820672138fa5,356b6dd816263f408f0489b6b08ab0862b313745fb12afc603d5f032fb678808,2024-09-19 13:47:21.261,false,false,true,2025-02-21 07:29:38.066,8,2,,3,5,0,3,2002.00,0,2,0,0.00,0,2022-05-31,2.7,0,2,0,0,0,0,2002,0,0,0,100%,%,,514
66ec2ba5d58ccf36a2379275,6538328061666c2a40acdae3,b3b6e4b9fc134bfd54c36bde5ed2ed1150d38d6a1f5b5d686a3833a602a50650,2024-09-19 13:48:21.249,false,false,true,2025-02-21 07:27:45.916,19,4,,4,8,0,6,2826.00,0,11,0,0.00,0,2023-06-01,1.7,0,3,0,0,1,0,2361,0,0,0,100%,%,,544
66ec2ba7c0b33822aced0648,64aede23b5715843c5476c1e,de30cac73601ba93ce230f9625f183cd9f8ab71e69edaa816f71f71db9b4df2e,2024-09-19 13:48:23.038,false,false,true,2025-02-21 11:24:46.173,2,7,,6,13,2,7,32320.00,484,9,1,8009.00,.074,2012-12-14,12.2,1,2,0,3,1,19838,1888,0,641,9,81.82%,18.18%,,459
66ec2bb5c0b33822aced0777,669e9e2882029e66ab6c6956,b4c86adb0dc1c3afd6f120b51a1affed3e0d1e320abc91956fe9b4c7ff6bf9ef,2024-09-19 13:48:37.754,false,false,true,2025-02-21 07:29:01.060,1,4,,28,32,3,7,528640.00,987,8,0,-39.00,1.019,2006-09-01,18.5,2,0,1,1,0,29103,0,482527,2139,0,87.5%,12.5%,,431
66ec2bc3fd1789248a39feeb,613f8909c485471bd04652a7,bb4bf184b444487e1a9c9ad9fc6a6ce8e79494d6059ef9defb211296671e144b,2024-09-19 13:48:51.756,false,false,true,2025-02-21 07:29:01.912,3,0,,4,4,0,3,12130.00,0,3,0,0.00,0,2015-03-06,10,0,0,0,0,0,0,0,0,0,0,100%,%,,486
66ec2bc74157d7376321e3c5,66ec2a3cfc395b101bbc1e7a,edbb1e9b366ee339db35437b89468aa557cc7740b513463b0e70ce32fa96db03,2024-09-19 13:48:55.006,false,false,true,2025-02-21 07:27:47.232,42,5,,2,7,0,0,563.00,70,7,0,3227.00,.128,2021-11-09,3.3,1,0,0,2,2,90,0,0,473,0,71.43%,28.57%,,649
66ec2bcdfd1789248a39fef3,66ec2b5cfc395b101bbf2315,6ee3ae971108a4dd3d5fffb6d66e111c904d7addb10c069cab0773119e4d1d21,2024-09-19 13:49:01.431,false,false,true,2025-02-21 15:41:43.438,16,0,,0,0,0,0,0.00,0,1,0,0.00,0,,,0,0,0,0,0,0,0,0,0,0,0,0,Suppressed,4
66ec2bcffd1789248a39fef9,658260d1964c676255ae9f5f,1ec87e9a24b80b5bf7893a444328050e84ee5e6169ffc74006788e8c6163fbe5,2024-09-19 13:49:03.551,false,false,true,2025-02-21 07:27:08.917,3,3,,4,7,2,2,9478.00,552,8,0,0.00,0,2022-02-22,3,2,1,0,0,0,9010,356,0,0,0,66.67%,33.33%,,483
66ec2be18827a341c73f929e,65538ca56760241cca4d768a,80150ea3791cff00f8658e89cbad04ed2f4df6544ebab6f71f84aca764a0f6f4,2024-09-19 13:49:21.719,false,false,true,2025-02-21 07:27:48.161,35,9,,8,17,0,9,6546.00,0,1,0,0.00,0,2015-09-16,9.4,0,5,0,0,4,0,2698,0,0,826,100%,%,,616
66ec2bed4157d7376321e5d2,5ff33c078c7cb57350c734fa,f1ba5f1e438f63c2369b938196f3df339b560d316f125fea79c01b49557b176d,2024-09-19 13:49:33.836,false,false,true,2025-02-21 07:29:03.694,19,15,,8,23,1,11,49579.00,833,5,0,0.00,0,2013-07-25,11.6,7,8,0,0,0,41612,6491,0,0,0,86.67%,13.33%,,545
